image_id,caption,n,n_objects,n_relations,n_attributes,n_connected_components,hard_negs,x,y,width,height
2364421,a laptop on an ironing board with ciggarettes by the laptop and a tray by the laptop,7,4,3,0,1,"{'a laptop on an ironing board with ciggarettes over the laptop and a tray by the laptop', 'a laptop on an ironing board with ciggarettes by the laptop and a bottle by the laptop', 'a laptop on an ironing board with ciggarettes on the laptop and a tray by the laptop', 'a notebook on an ironing board with ciggarettes by the laptop and a tray by the laptop', 'a laptop on an ironing board with ciggarettes by the laptop and a wheel by the laptop'}",1.0,44.0,428.0,258.0
2364429,a batter on a field with home plate and a box,7,4,3,0,1,"['a batter on a field with home plate and a glass', 'a batter below a field with home plate and a box', 'a runner on a field with home plate and a box', 'a batter on a field with home plate and a line', 'a fielder on a field with home plate and a box']",1.0,0.0,481.0,322.0
2364431,an oriental rug on the floor with a speaker on the side of an entertainment center,7,4,2,1,2,"['an oriental rug inside the floor with a speaker on the side of an entertainment center', 'an oriental maze on the floor with a speaker on the side of an entertainment center', 'an oriental mat on the floor with a speaker on the side of an entertainment center', 'an oriental rug on the floor with a cat on the side of an entertainment center', 'an oriental cinema on the floor with a speaker on the side of an entertainment center']",3.0,54.0,245.0,345.0
2364438,a tree with a branch and two pieces of bark,7,4,3,0,1,"['a tree with a panel and two pieces of bark', 'a potato with a branch and two pieces of bark', 'a tree with a branch and two pieces of form', 'a cactus with a branch and two pieces of bark', 'a tree with a branch and two pieces of flesh']",7.0,0.0,483.0,367.0
2364457,a girl at a restaurant wearing a dress and a shirt,7,4,3,0,1,"['a girl at a restaurant wearing a suit and a shirt', 'a lady at a restaurant wearing a dress and a shirt', 'a girl at a restaurant wearing a shirt and a shirt', 'a girl at a restaurant wearing a dress and a bra', 'a girl at a corner wearing a dress and a shirt']",5.0,11.0,358.0,475.0
2364479,a dessert with a chocolate icing on the edge and a cream filling on a plate,7,5,2,0,3,"['a dessert with a chocolate icing on the tip and a cream filling on a plate', 'a dessert with a chocolate icing below the edge and a cream filling on a plate', 'a dessert with a chocolate icing on the edge and a cream filling on a third', 'a breakfast with a chocolate icing on the edge and a cream filling on a plate', 'a salad with a chocolate icing on the edge and a cream filling on a plate']",16.0,130.0,472.0,356.0
2364483,clouds in the sky and another clouds in another sky,7,5,2,0,3,"['clouds in the neon and another clouds in another sky', 'flood in the sky and another clouds in another sky', 'clouds in the helium and another clouds in another sky', 'death in the sky and another clouds in another sky', 'clouds under the sky and another clouds in another sky']",60.0,35.0,438.0,225.0
2364493,figurines and statues in front of a building with trees behind it,7,4,3,0,1,"['figurines and modeling in front of a building with trees behind it', 'figurines and statues in front of a pool with trees behind it', 'figurines and statues in front of a building with ivy behind it', 'dummy and statues in front of a building with trees behind it', 'figurines and bust in front of a building with trees behind it']",3.0,0.0,495.0,264.0
2364496,a pizza with a crust and a tomato on a dish,7,4,3,0,1,"['a pizza with a crust and a mustard on a dish', 'a cake with a crust and a tomato on a dish', 'a pizza with a cap and a tomato on a dish', 'a stew with a crust and a tomato on a dish', 'a pizza with a crust and a carrot on a dish']",48.0,77.0,445.0,302.0
2364500,a clock with a face on a table in front of a mirror,7,4,3,0,1,"['a clock with a face on a head in front of a mirror', 'a clock with a lens on a table in front of a mirror', 'a clock with a face on a table in front of a register', 'a clock with a face on a table in front of a band', 'a timer with a face on a table in front of a mirror']",0.0,3.0,498.0,329.0
2364501,a window to the right of a clock on a building that is shorter than a tower.,7,4,2,1,2,"['a window to the right of a clock on a building that is shorter than a door.', 'a window to the right of a bomb on a building that is shorter than a tower.', 'a window to the right of a clock on a building that is tall than a tower.', 'a window to the right of a clock on a side that is shorter than a tower.', 'a base to the right of a clock on a building that is shorter than a tower.']",98.0,31.0,234.0,467.0
2364513,a train with grates and smoke coming out of it next to rocks,7,4,3,0,1,"['a train with horse and smoke coming out of it next to rocks', 'a train with pilot and smoke coming out of it next to rocks', 'a shuttle with grates and smoke coming out of it next to rocks', 'a train with grates and haze coming out of it next to rocks', 'a craft with grates and smoke coming out of it next to rocks']",80.0,0.0,305.0,296.0
2364513,a train with a wheel and rocks next to the tracks,7,4,3,0,1,"['a craft with a wheel and rocks next to the tracks', 'a train with a wheel and cover next to the tracks', 'a train with a wheel and body next to the tracks', 'a train with a wheel and rocks next to the corner', 'a train with a wheel and rocks next to the source']",3.0,81.0,382.0,250.0
2364544,a stove with a pan on it near a wall; light is reflecting off of the pan,7,4,3,0,1,"['a stove with a pan on it near a wall; heavy is reflecting off of the pan', 'a stove with a pan on it near a wall; dark is reflecting off of the pan', 'a oven with a pan on it near a wall; light is reflecting off of the pan', 'a stove with a pan across it near a wall; light is reflecting off of the pan', 'a stove with a pan on it in a wall; light is reflecting off of the pan']",1.0,2.0,497.0,330.0
2364561,an animal wearing a shirt and a cap on a chair,7,5,2,0,3,"['an person wearing a shirt and a cap on a chair', 'an animal wearing a shirt and a vest on a chair', 'an host wearing a shirt and a cap on a chair', 'an animal wearing a dress and a cap on a chair', 'an animal wearing a shirt and a cap on a bed']",266.0,105.0,201.0,229.0
2364566,"a woman with a wrap, a man, and a pencil",7,4,3,0,1,"['a woman with a wrap, a man, and a staff', 'a angel with a wrap, a man, and a pencil', 'a woprotector with a wrap, a man, and a pencil', 'a girl with a wrap, a man, and a pencil', 'a woman with a cape, a man, and a pencil']",241.0,132.0,240.0,194.0
2364567,"a male on a board writing, with water near him",7,4,3,0,1,"['a male on a board writing, with air near him', 'a male inside a board writing, with water near him', 'a male on a jury writing, with water near him', 'a male on a board writing, with water over him', 'a male on a board attack, with water near him']",4.0,44.0,495.0,285.0
2364627,a horse in a field with a house behind it and a rock in the field,7,4,3,0,1,"['a horse in a field with a wall behind it and a rock in the field', 'a horse in a square with a house behind it and a rock in the field', 'a horse in a field with a house behind it and a way in the field', 'a ass in a field with a house behind it and a rock in the field', 'a horse in a clearing with a house behind it and a rock in the field']",316.0,122.0,182.0,298.0
2364642,a bench with seashells on it,7,4,3,0,1,"['a bed with seashells on it', 'a bench with stones on it', 'a bench with seashells across it', 'a couch with seashells on it', 'a bench with corks on it']",8.0,82.0,409.0,250.0
2364644,an object by a cake on a plate; the plate also has a desert on it,7,4,3,0,1,"['an object inside a cake on a plate; the plate also has a desert on it', 'an object by a cake below a plate; the plate also has a desert on it', 'an object by a cake on a third; the plate also has a desert on it', 'an amount by a cake on a plate; the plate also has a desert on it', 'an object by a cake under a plate; the plate also has a desert on it']",0.0,9.0,397.0,331.0
2364644,a fork and some fruit on two plates,7,5,2,0,3,"['a fork and some pitcher on two plates', 'a fork and some bud on two plates', 'a dish and some fruit on two plates', 'a cup and some fruit on two plates', 'a fork and some fruit on two thirds']",216.0,25.0,283.0,347.0
2364649,a player in a court with a line and another line,7,4,3,0,1,"['a player over a court with a line and another line', 'a square in a court with a line and another line', 'a match in a court with a line and another line', 'a player in a court with a bank and another line', 'a player in a duo with a line and another line']",4.0,34.0,493.0,296.0
2364660,fasteners on a pole with a sign; the sign is on the street,7,4,3,0,1,"['fasteners on a club with a sign; the sign is on the street', 'fasteners under a pole with a sign; the sign is on the street', 'fasteners on a pole with a story; the sign is on the street', 'fasteners on a lever with a sign; the sign is on the street', 'man on a pole with a sign; the sign is on the street']",45.0,17.0,411.0,379.0
2364662,a beer bottle with a label and an image of a stool with flowers,7,5,2,0,3,"['a beer bottle with a second and an image of a stool with flowers', 'a beer barrel with a label and an image of a stool with flowers', 'a beer sack with a label and an image of a stool with flowers', 'a beer bottle with a label and an ideal of a stool with flowers', 'a beer bottle with a label and an image of a bench with flowers']",1.0,5.0,329.0,494.0
2364674,a cat with a gold tag on its collar looking in a mirror,7,4,2,1,2,"['a cat with a gold tag on its collar looking in a mouse', 'a cat with a gold tag across its collar looking in a mirror', 'a dog with a gold tag on its collar looking in a mirror', 'a cat with a gold tag on its collar looking in a band', 'a fox with a gold tag on its collar looking in a mirror']",7.0,18.0,459.0,351.0
2364687,a train with an engine and a wheel in a shed,7,4,3,0,1,"['a shuttle with an engine and a wheel in a shed', 'a train with an engine and a gear in a shed', 'a train with an buffer and a wheel in a shed', 'a train with an engine and a wheel in a persistent', 'a train with an counter and a wheel in a shed']",116.0,76.0,355.0,277.0
2364691,a sign with a yield on it being held up by two poles,7,4,3,0,1,"['a sign with a stand on it being held up by two poles', 'a sign with a yield across it being held up by two poles', 'a story with a yield on it being held up by two poles', 'a file with a yield on it being held up by two poles', 'a sign with a yield on it being held up by two bolts']",147.0,64.0,164.0,308.0
2364710,a shadow on top of a table with a reflection and another reflection,7,4,3,0,1,"['a shadow on top of a head with a reflection and another reflection', 'a shadow on top of a table with a research and another reflection', 'a shadow on top of a line with a reflection and another reflection', 'a shadow below top of a table with a reflection and another reflection', 'a shadow under top of a table with a reflection and another reflection']",2.0,1.0,496.0,373.0
